Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend
0,0,0,0,2,0,0.2,0.2,0,0,May,2,2,1,4,Returning_Visitor,FALSE
5,97.83333333,0,0,15,489,0,0.00625,81.334441,0,Dec,8,13,9,20,Other,FALSE
9,184,5,61,68,1986.251515,0,0.009553204,17.19611523,0,May,2,6,2,3,Returning_Visitor,FALSE
0,0,0,0,5,20.2,0.18,0.186666667,0,0,Aug,3,2,4,20,Returning_Visitor,FALSE
4,121.5,0,0,2,34,0,0.023809524,0,0,Nov,2,2,9,8,New_Visitor,FALSE
8,375.12,0,0,13,288.7133333,0,0.003588517,0,0,Sep,3,2,4,3,New_Visitor,FALSE
0,0,0,0,6,69.5,0,0.033333333,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE
0,0,0,0,10,146.7666667,0,0.002272727,0,0,May,2,4,1,1,Returning_Visitor,FALSE
1,57.4,0,0,6,303.1,0.028571429,0.014285714,0,0,June,1,2,3,2,Returning_Visitor,FALSE
0,0,1,0,10,326.6666667,0,0.045454545,0,0,May,1,1,4,1,Returning_Visitor,TRUE
1,40.5,0,0,7,170,0,0.016666667,0,0,Dec,2,4,1,2,Returning_Visitor,FALSE
0,0,0,0,5,64,0,0.1,0,0,Sep,2,2,6,2,Returning_Visitor,FALSE
0,0,0,0,71,1799.833333,0.016901408,0.047183099,0,0.6,May,2,4,8,6,Returning_Visitor,FALSE
10,260.25,0,0,31,1694.333333,0.017142857,0.039047619,15.108543,0,Nov,2,2,4,3,Returning_Visitor,FALSE
6,190.9231928,0,0,7,603.2565261,0.021862348,0.034024526,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE
3,92.83333333,0,0,24,463.8166667,0.002666667,0.015333333,17.84230699,0,Mar,1,1,1,2,Returning_Visitor,FALSE
1,7.125,6,1043.928571,73,3585.177579,0.008175105,0.024451608,0,0,Nov,3,2,5,2,Returning_Visitor,FALSE
3,94.7,0,0,20,366.6166667,0.009090909,0.004545455,0,0,Jul,1,1,2,4,New_Visitor,FALSE
0,0,0,0,2,53.5,0.05,0.15,0,0,Dec,3,3,5,20,Returning_Visitor,FALSE
3,36,0,0,3,29.5,0,0.04,0,0,Nov,2,10,3,2,Other,FALSE
0,0,0,0,24,671.0886525,0.026666667,0.036566293,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE
0,0,2,162.5,49,572.061039,0.004,0.027944444,0,0,Dec,2,2,1,6,Returning_Visitor,FALSE
10,337.9,1,6,123,2396.272456,9.02151e-4,0.008565782,1.952553388,0,June,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,2,3,3,Returning_Visitor,FALSE
7,132.0571429,3,207.6,29,1243.976108,0,0.007819795,39.88966398,0,Jul,3,2,4,4,Returning_Visitor,TRUE
0,0,0,0,12,697.1666667,0,0.016666667,0,0.6,May,2,4,2,6,Returning_Visitor,FALSE
0,0,0,0,20,1413.768571,0.025,0.038472222,0,0,June,1,2,3,1,Returning_Visitor,TRUE
2,227.6,0,0,115,5284.816825,0,0.002849003,0,0,Oct,2,2,4,4,Returning_Visitor,FALSE
9,194.4166667,2,20,11,1569.166667,0.013333333,0.028666667,18.80505,0,May,3,2,7,6,Returning_Visitor,FALSE
0,0,0,0,57,4312.225,0.004464286,0.031964286,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE
20,199.4562728,7,299.0333333,686,23342.08205,0.009853301,0.022771363,0.150650498,0,Aug,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,4,21,0.1,0.15,0,0.6,May,2,2,1,3,Returning_Visitor,FALSE
4,210.5,0,0,131,2749.058333,0.009090909,0.017682257,8.960896465,0,May,2,2,2,1,Returning_Visitor,FALSE
2,93,2,221,41,716.7916667,0.008888889,0.041481481,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE
6,1279.5,0,0,72,1032.761905,0,0.001388889,0,0,May,2,4,1,3,New_Visitor,FALSE
3,23,0,0,16,431.9,0.010526316,0.033684211,0,0,Jul,2,2,7,13,Returning_Visitor,TRUE
0,0,0,0,54,2222.9,0.003703704,0.014814815,0,0,May,4,1,1,4,Returning_Visitor,FALSE
8,85.5,0,0,41,1135.860714,0,0.025876068,11.87691429,1,May,2,2,1,2,Returning_Visitor,TRUE
0,0,0,0,53,2052.125,0,0.003921569,52.49862029,0,Nov,2,4,2,2,New_Visitor,TRUE
0,0,3,82.5,9,143.375,0.016666667,0.055555556,0,0,Dec,3,2,6,2,Returning_Visitor,FALSE
1,26.5,1,58.5,24,760.7632353,0.006153846,0.020512821,33.11000268,0,Nov,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,24,950.0166667,0.009090909,0.027056277,0,0,Oct,2,2,1,20,Returning_Visitor,FALSE
0,0,0,0,16,200,0.034375,0.072115385,0,0.8,May,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,17,132.6333333,0.011764706,0.007843137,0,0,Mar,1,1,1,2,Returning_Visitor,FALSE
2,146,2,52.25,1,0,0,0.04,0,0,Dec,1,1,1,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.2,May,1,1,4,3,Returning_Visitor,FALSE
1,19,0,0,24,3209,0.008695652,0.017391304,64.33043478,0,May,2,2,9,3,New_Visitor,FALSE
8,129.9,0,0,70,1438.71,0.011351351,0.033766459,0,0,Jul,2,2,7,1,Returning_Visitor,FALSE
0,0,0,0,19,806.8333333,0,0.010526316,28.03452632,0.2,May,2,2,2,2,Returning_Visitor,FALSE
0,0,0,0,6,467,0,0.016666667,0,0.4,Feb,1,1,3,3,Returning_Visitor,FALSE
3,62,0,0,13,2038,0,0.021428571,0,0,May,2,2,8,3,New_Visitor,FALSE
0,0,0,0,5,291.2,0.18,0.186666667,0,0,Oct,3,2,8,20,Returning_Visitor,FALSE
6,137,0,0,49,1077.007576,0,0.015030864,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,16,571.5,0.041666667,0.091666667,0,0.4,May,7,1,6,3,Returning_Visitor,FALSE
2,76.6,0,0,33,1932.716667,0,0.025196078,0,0,Aug,2,2,4,13,Returning_Visitor,FALSE
0,0,0,0,5,108,0,0.04,0,0,Dec,2,2,1,2,New_Visitor,FALSE
0,0,0,0,13,265.1666667,0,0.046153846,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE
8,1592.916667,2,146.6666667,14,1722.583333,0,0.031578947,0,0,Nov,4,1,3,8,New_Visitor,FALSE
0,0,0,0,6,102.2,0,0,40.27815244,0,Oct,2,2,2,20,Returning_Visitor,FALSE
9,174.475,0,0,43,895.9731685,0,0.009929078,30.66624113,0,May,1,2,6,2,Returning_Visitor,FALSE
0,0,0,0,23,2225.288889,0.004347826,0.021516165,0,0,Nov,1,1,4,1,Returning_Visitor,FALSE
2,19,0,0,4,88,0,0.02,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE
2,217,0,0,34,409.5,0,0.005555556,0,0,Dec,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,4,10,0.1,0.15,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,20,676.6,0.008421053,0.026315789,0,0,Sep,3,2,1,1,Returning_Visitor,FALSE
0,0,0,0,3,14,0.155555556,0.155555556,0,0,May,1,1,4,4,Returning_Visitor,TRUE
2,39,0,0,9,128,0,0.018181818,0,0,May,2,2,1,2,New_Visitor,FALSE
7,190.2628205,4,195,124,3197.290064,0.010320513,0.01989345,7.059929851,0,Nov,3,2,6,2,Returning_Visitor,TRUE
7,60,3,23,111,2524.501905,0.001694915,0.018834175,6.445051499,0,Mar,3,2,1,2,Returning_Visitor,TRUE
4,190.5,0,0,29,867.9915152,0.012903226,0.019354839,0,0,Sep,3,2,3,4,Returning_Visitor,FALSE
1,52.5,0,0,162,3608.432937,0.001242236,0.004347826,54.0486956,0,Nov,2,2,7,2,New_Visitor,FALSE
0,0,0,0,37,356.1666667,0.002702703,0.012162162,0,0.4,May,2,2,1,2,Returning_Visitor,FALSE
0,0,2,5,5,122.4,0.028571429,0.042857143,0,0,Jul,3,2,2,4,Returning_Visitor,TRUE
1,64.5,0,0,36,766.2166667,0,0.001851852,0,0,Dec,3,2,3,2,New_Visitor,FALSE
0,0,0,0,2,9,0,0.1,0,0,May,2,2,2,3,Returning_Visitor,FALSE
0,0,0,0,10,416.5833333,0,0.036666667,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE
3,346,1,15.2,29,1107.216667,0.006060606,0.006700972,69.91439226,0,Nov,2,2,5,2,Returning_Visitor,FALSE
9,233.5,2,102,81,2477.666667,0.001149425,0.011954023,0,0,May,2,2,1,2,Returning_Visitor,FALSE
7,105.4666667,0,0,44,778.9666667,0,0.004166667,37.92414395,0,Aug,2,2,6,2,New_Visitor,FALSE
0,0,0,0,4,118.25,0,0.016666667,0,0,Dec,3,2,3,2,New_Visitor,FALSE
5,54,0,0,16,487.6666667,0,0.026315789,0,0,May,1,1,2,3,Returning_Visitor,FALSE
3,106.5,2,49.5,29,1433.634921,0.008064516,0.018932412,0,0,Nov,3,2,4,2,Returning_Visitor,TRUE
0,0,0,0,33,783.6666667,0.006060606,0.027272727,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE
5,110.95,0,0,23,448.25,0.024,0.043333333,0,0,Nov,3,2,8,11,Returning_Visitor,FALSE
0,0,0,0,5,23,0.12,0.16,0,0,Dec,1,1,1,3,Returning_Visitor,FALSE
3,180,0,0,12,1436.5,0,0.013333333,27.75904925,0,Mar,2,2,2,2,Returning_Visitor,TRUE
0,0,0,0,5,41,0.04,0.08,0,0,Dec,2,5,1,1,Returning_Visitor,FALSE
2,165.1333333,0,0,87,3220.336667,0.004597701,0.01954023,0,0,June,2,5,8,1,Returning_Visitor,FALSE
8,109.5714286,0,0,374,12499.37711,0.00198939,0.010782459,6.420746096,0,Nov,2,2,2,2,Returning_Visitor,TRUE
1,19.2,0,0,11,663.5,0,0,0,0,Jul,2,2,6,13,Returning_Visitor,FALSE
12,257.75,0,0,3,97.5,0,0.038461538,0,0,Dec,3,2,4,8,Returning_Visitor,FALSE
0,0,5,497.8333333,26,851.6666667,0.006451613,0.01827957,0,0,Nov,2,2,1,2,New_Visitor,TRUE
3,53.4,0,0,21,216.7,0,0.008695652,0,0,Sep,2,2,1,2,New_Visitor,FALSE
1,54,1,237,16,744.5,0.013333333,0.033777778,0,0,Mar,2,2,6,2,Returning_Visitor,FALSE
2,43.2,1,32.2,202,13842.45833,0.01804878,0.050155633,0,0,Sep,2,4,7,1,Returning_Visitor,FALSE
0,0,0,0,19,771.75,0.021052632,0.061403509,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE
1,7,0,0,17,2648.5,0.0125,0.03125,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
3,31,0,0,58,1400.438961,0,0.005951036,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,19,771.75,0.021052632,0.061403509,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE
0,0,2,0,99,2622.600281,0.022,0.028519936,0,0,Nov,3,2,2,13,Returning_Visitor,FALSE
2,38,0,0,11,713,0,0.016666667,113.98,0,May,2,2,1,2,Returning_Visitor,FALSE
0,0,1,172,21,564.5,0,0.042965368,0,0.8,May,3,3,2,1,Returning_Visitor,FALSE
10,301.625,3,9,122,6919.899495,0.004615385,0.022008376,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,32,999,0,0.01344086,9.053081561,0,Mar,1,1,1,1,Returning_Visitor,FALSE
0,0,0,0,7,267.5,0.028571429,0.064285714,0,0,Dec,2,2,6,3,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,May,1,1,3,3,Returning_Visitor,FALSE
1,4,0,0,4,67.25,0,0.013333333,0,0,Dec,2,2,2,2,Returning_Visitor,TRUE
0,0,0,0,14,289.625,0,0.028571429,0,0,Nov,2,2,1,2,New_Visitor,TRUE
0,0,0,0,5,22,0.08,0.12,0,0,May,3,2,3,13,Returning_Visitor,FALSE
0,0,0,0,19,468.8333333,0.046296296,0.075,0,0,May,3,2,3,13,Returning_Visitor,FALSE
6,79.1,0,0,25,434.6714286,0,0.007142857,0,0,May,2,2,1,2,New_Visitor,TRUE
7,159.3333333,0,0,24,520.6666667,0,0.006666667,0,0,Mar,2,10,4,3,New_Visitor,TRUE
9,125.2659091,2,115,146,3231.853672,0.007792208,0.016586922,8.597486055,0,Dec,2,2,9,2,Returning_Visitor,TRUE
0,0,0,0,1,0,0,0.2,0,0,Mar,2,2,5,1,Returning_Visitor,FALSE
0,0,0,0,14,1501,0.093333333,0.126666667,0,0,May,3,2,4,4,Returning_Visitor,FALSE
8,656,1,9,39,1390.866667,0,0.009302326,63.39474419,0,May,2,5,3,2,New_Visitor,FALSE
0,0,0,0,4,67,0,0.05,0,0,Dec,2,2,9,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
3,82.5,1,56.5,54,2295,0.007272727,0.014545455,0,0,Dec,1,1,1,10,Returning_Visitor,TRUE
3,67,0,0,7,274.25,0.0125,0.035,0,0,May,3,2,1,1,Returning_Visitor,FALSE
5,72.5,0,0,55,936.1333333,0.003571429,0.020238095,23.27552205,0,Nov,2,2,1,2,Returning_Visitor,FALSE
1,3,0,0,40,624.75,0,0.014634146,0,0,Mar,3,7,3,3,Returning_Visitor,FALSE
1,14,0,0,1,0,0.1,0.15,0,0,Nov,1,1,1,10,Returning_Visitor,FALSE
0,0,0,0,7,197,0,0.042857143,0,0,Dec,2,2,3,2,New_Visitor,FALSE
0,0,0,0,1,1,0,0.1,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE
2,75.6,2,652.8,10,1143.666667,0,0.023333333,0,0,Aug,2,2,4,2,Returning_Visitor,FALSE
3,7,1,25.16666667,21,446,0.019047619,0.031746032,32.38852793,0,Nov,2,2,1,1,Returning_Visitor,FALSE
0,0,0,0,2,24,0,0.05,0,0,Mar,3,2,3,3,Returning_Visitor,FALSE
3,157.4,0,0,9,128.5,0.036363636,0.081818182,0,0,Jul,3,2,1,3,Returning_Visitor,TRUE
0,0,0,0,31,1087,0,0.006666667,0,0,May,4,2,2,2,Returning_Visitor,FALSE
2,96,0,0,5,122,0.028571429,0.05,0,0,May,1,1,1,15,Returning_Visitor,TRUE
0,0,0,0,5,75.6,0,0,0,0,Oct,1,1,3,4,Returning_Visitor,TRUE
0,0,0,0,9,719.5833333,0.022222222,0.055555556,0,0,Nov,2,4,4,2,Returning_Visitor,FALSE
1,10,1,342.5,55,3165.958333,0.005660377,0.032620545,0,0,Dec,2,2,3,1,Returning_Visitor,TRUE
0,0,0,0,1,51,0,0.1,0,0,May,3,2,3,3,Returning_Visitor,FALSE
1,0,0,0,21,921.6233333,0,0.01,0,0,Sep,2,2,1,2,New_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,3,11,Returning_Visitor,FALSE
3,67.4,0,0,4,51.3,0,0.028571429,0,0,Oct,2,2,1,2,New_Visitor,TRUE
4,166.5,1,27,21,452.8141026,0.044,0.047238095,0,0,May,3,2,4,3,Returning_Visitor,FALSE
0,0,0,0,3,170.6666667,0.033333333,0.026666667,0,0,Dec,3,3,1,11,New_Visitor,FALSE
0,0,0,0,27,845.5,0,0.007407407,0,0,Mar,4,1,1,11,Returning_Visitor,TRUE
0,0,0,0,16,865.5833333,0,0.002083333,93.77761706,0,Dec,1,1,1,2,New_Visitor,TRUE
2,7,0,0,10,75,0.05,0.11,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE
1,61.4,0,0,27,779.6066667,0,0.007142857,0,0,Oct,2,2,7,2,Returning_Visitor,FALSE
0,0,0,0,8,142,0,0.05,0,0,Mar,2,7,2,3,Returning_Visitor,FALSE
0,0,0,0,2,242.5,0,0.05,0,0,Dec,8,13,9,20,Other,FALSE
2,15,0,0,33,2081.5,0,0.017142857,0,0.6,May,2,10,1,3,Returning_Visitor,FALSE
2,24,0,0,16,445.3333333,0.004444444,0.022222222,0,0,Jul,2,2,9,2,Returning_Visitor,FALSE
3,199.75,0,0,8,331.4,0,0.003333333,0,0,Mar,3,2,2,10,New_Visitor,FALSE
5,142.75,0,0,76,1523.57803,0.012987013,0.021101928,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE
1,26,1,55,12,457,0.014285714,0.04047619,0,0,Mar,2,2,9,6,Returning_Visitor,TRUE
9,65.5,0,0,72,1243.80882,6.75676e-4,0.007297297,0,0,May,2,2,4,2,Returning_Visitor,FALSE
0,0,0,0,24,1050.5,0.022727273,0.062121212,0,0,Dec,2,10,4,1,Returning_Visitor,FALSE
0,0,0,0,9,269.75,0.022222222,0.048148148,0,0,Dec,3,2,5,6,Returning_Visitor,FALSE
3,112.9607843,0,0,13,3014.018519,0.013068182,0.06140625,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE
1,0,0,0,1,74.6,0.1,0.1,0,0,Oct,3,2,1,4,Returning_Visitor,FALSE
3,118.5,0,0,11,241.625,0,0.012727273,0,0,Dec,3,2,3,1,Returning_Visitor,TRUE
9,341,0,0,37,1538.950794,0.005128205,0.014848485,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE
0,0,1,125,12,332,0,0.023076923,0,0,May,2,2,4,4,Returning_Visitor,FALSE
0,0,0,0,56,1531.920136,0.011507937,0.017881096,0,0,Nov,3,2,1,2,Returning_Visitor,TRUE
6,86.5,1,2,39,1050.708333,0.021162791,0.018042396,13.40298256,0,May,3,2,6,3,Returning_Visitor,FALSE
6,130.5,2,439.2,78,5526.080123,0,0.010699588,0.838988251,0,Nov,2,2,9,1,Returning_Visitor,FALSE
4,104.2,0,0,19,456.9,0,0.0125,0,0,Aug,2,2,8,6,New_Visitor,TRUE
2,84.6,0,0,43,674.5333333,0,0.005319149,45.63345378,0,Oct,2,2,1,2,New_Visitor,FALSE
0,0,0,0,41,1130.92619,0,0.015447154,0,0,Dec,2,2,8,2,New_Visitor,FALSE
0,0,0,0,20,691.75,0,0.003333333,0,0,Dec,3,2,4,2,New_Visitor,FALSE
0,0,0,0,8,83,0.057142857,0.095238095,0,0,Mar,1,2,2,1,Returning_Visitor,FALSE
0,0,0,0,3,77,0,0.066666667,0,0,Mar,3,6,1,9,Returning_Visitor,TRUE
2,7,0,0,21,467.952381,0.047619048,0.068253968,0,0,May,2,5,1,3,Returning_Visitor,FALSE
0,0,0,0,18,490.3,0.011111111,0.022222222,0,0,Sep,2,2,1,13,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,2,2,9,13,Returning_Visitor,FALSE
2,33.75,0,0,6,96,0,0.025,0,0,Dec,2,2,4,2,New_Visitor,FALSE
0,0,0,0,6,236.5,0,0.016666667,0,0,Mar,1,1,1,3,Returning_Visitor,TRUE
0,0,0,0,25,445.5833333,0.004,0.024,0,0,Dec,2,10,1,1,Returning_Visitor,FALSE
0,0,0,0,2,138.5,0,0.1,0,0,Nov,3,2,4,11,Returning_Visitor,TRUE
0,0,0,0,14,416.6666667,0,0.019047619,0,0,Dec,2,2,2,3,Returning_Visitor,FALSE
0,0,0,0,12,282.75,0.016666667,0.052777778,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE
1,22,0,0,26,982.8333333,0,0.008,0,0,May,2,2,1,1,New_Visitor,TRUE
4,210.5,0,0,131,2749.058333,0.009090909,0.017682257,8.960896465,0,May,2,2,2,1,Returning_Visitor,FALSE
0,0,0,0,21,530.5833333,0.019047619,0.021428571,0,0,Nov,3,2,4,3,Returning_Visitor,FALSE
4,102.5555556,2,79.5,133,3713.580105,0.003381995,0.015889736,28.03795985,0,Nov,3,2,1,6,Returning_Visitor,TRUE
0,0,0,0,12,582.5,0,0.006666667,0,0,May,2,4,4,2,New_Visitor,TRUE
0,0,0,0,2,210,0,0.1,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE
0,0,0,0,5,1162.5,0,0.025,0,0,Mar,2,2,2,2,Returning_Visitor,FALSE
3,63,0,0,13,400.3333333,0.030769231,0.046153846,0,0,Mar,4,1,3,1,Returning_Visitor,FALSE
2,78,0,0,22,325,0,0.007246377,19.10349568,0,Dec,4,1,3,1,Returning_Visitor,TRUE
11,385.5666667,0,0,54,1256.293333,0.010344828,0.014367816,0,0,Oct,2,2,7,3,Returning_Visitor,FALSE
3,57,1,163,36,2928.777778,0.002631579,0.021052632,0,0,May,2,10,2,5,Returning_Visitor,TRUE
0,0,0,0,3,0,0.2,0.2,0,0,Jul,1,1,1,1,Returning_Visitor,TRUE
1,9,0,0,15,266,0.028571429,0.057142857,0,0.8,May,4,2,1,13,Returning_Visitor,FALSE
0,0,0,0,11,276,0,0.011111111,0,0,May,2,2,1,1,Returning_Visitor,FALSE
3,17,0,0,13,174,0.015384615,0.038461538,0,0.2,May,2,2,3,3,Returning_Visitor,FALSE
12,651.875,3,20,59,3066.695513,0,0.010460069,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE
0,0,1,39.5,97,2811.47807,0.002749141,0.015832106,0,0,Nov,2,5,6,1,Returning_Visitor,TRUE
0,0,0,0,44,1112,0,0.006818182,0,0,Mar,4,1,4,3,Returning_Visitor,TRUE
6,67.4,0,0,13,217.7611111,0.0125,0.025,0,0,Oct,2,2,5,7,Returning_Visitor,TRUE
0,0,0,0,171,6793.383281,0.007766272,0.023198706,2.381971158,0,Nov,2,2,1,1,Returning_Visitor,FALSE
10,196.25,1,46.4,271,12292.46381,0.005995204,0.02001083,0.038034542,0,Jul,2,2,2,3,Returning_Visitor,TRUE
1,94,0,0,54,1210.921324,0.005454545,0.008671329,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE
13,313.0909091,4,516,132,3083.050977,0.001494396,0.009733401,8.868449011,0,May,2,5,3,4,Returning_Visitor,FALSE
1,7.125,6,1043.928571,73,3585.177579,0.008175105,0.024451608,0,0,Nov,3,2,5,2,Returning_Visitor,FALSE
0,0,0,0,15,290.1,0,0.026666667,0,0,Dec,2,5,6,3,Returning_Visitor,FALSE
0,0,0,0,12,687.4833333,0,0.0375,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE
1,34.5,0,0,22,279.8333333,0.008695652,0.013043478,0,0,Nov,2,2,1,2,Other,FALSE
11,348.6547619,1,11,64,1229.289286,0,0.002493853,54.95126905,0,Mar,2,2,1,2,New_Visitor,FALSE
0,0,0,0,35,1192.386111,0.005714286,0.028571429,0,0,Mar,2,4,2,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,6,4,Returning_Visitor,FALSE
0,0,0,0,2,17,0,0.1,0,0,Mar,1,1,8,3,Returning_Visitor,FALSE
3,117.8,0,0,62,2032.39696,0.005230769,0.01881429,0,0,Sep,3,2,6,4,Returning_Visitor,FALSE
0,0,2,66,27,875.5,0,0.014367816,0,0,May,4,2,1,2,Returning_Visitor,TRUE
5,488.462963,0,0,56,3327.537566,0.006578947,0.022060248,0,0,Dec,2,2,3,1,Returning_Visitor,FALSE
0,0,0,0,36,472.6666667,0.075675676,0.100510511,0,0.8,May,3,2,7,13,Returning_Visitor,FALSE
0,0,0,0,2,0,0.2,0.2,0,0.8,May,3,2,3,3,Returning_Visitor,FALSE
3,102,0,0,18,1107.466667,0.022222222,0.029444444,0,0.2,May,1,1,6,3,Returning_Visitor,FALSE
0,0,0,0,62,3564.590227,0.021980198,0.052175571,0,0,Aug,3,2,4,2,Returning_Visitor,FALSE
0,0,0,0,9,143,0.055555556,0.122222222,0,1,May,2,6,1,2,Returning_Visitor,TRUE
0,0,0,0,77,1750.371795,0.021367521,0.031794872,0,0,Aug,1,1,1,6,Returning_Visitor,FALSE
0,0,0,0,14,1131.208333,0,0.015384615,94.19490268,0,Nov,3,2,3,11,Returning_Visitor,TRUE
6,71.2,0,0,101,3800.089234,0.003883495,0.024032278,3.179063602,0,Nov,1,1,3,1,Returning_Visitor,FALSE
1,21,0,0,23,529.75,0,0.009090909,57.3158913,0,Nov,1,2,1,8,New_Visitor,FALSE
4,504.3,0,0,3,7,0.05,0.0625,0,0,Nov,3,2,3,3,Returning_Visitor,FALSE
0,0,0,0,4,135.5,0,0.05,0,0.6,Feb,2,2,1,2,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,3,2,3,1,Returning_Visitor,FALSE
6,187,0,0,22,1220.433333,0.007692308,0.01025641,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE
2,78,0,0,22,325,0,0.007246377,19.10349568,0,Dec,4,1,3,1,Returning_Visitor,TRUE
1,77,0,0,9,312,0,0.044444444,0,0,Mar,1,1,3,3,New_Visitor,TRUE
3,275,2,97,34,670.422619,0.010810811,0.029597244,0,0,May,3,2,4,2,Returning_Visitor,FALSE
0,0,0,0,8,232,0,0.025,0,0,Jul,1,2,1,2,Returning_Visitor,TRUE
3,35.2,0,0,44,1535.666667,0.012765957,0.014184397,17.21022568,0,Jul,1,1,1,3,Returning_Visitor,FALSE
9,146.3,4,137.8166667,7,197.0666667,0,0.012631579,0,0,June,2,5,2,2,Returning_Visitor,TRUE
0,0,0,0,8,129,0.025,0.1,0,0.8,May,2,4,1,3,Returning_Visitor,FALSE
0,0,0,0,53,1121.433333,0.007843137,0.019607843,24.57349606,0,Jul,2,4,9,1,Returning_Visitor,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.2,May,3,2,3,6,Returning_Visitor,FALSE
1,78,0,0,2,25.75,0,0.066666667,0,0,Nov,4,2,6,8,New_Visitor,FALSE
1,3,0,0,11,228.6666667,0,0.03,0,0.6,May,2,2,4,3,Returning_Visitor,FALSE
0,0,0,0,21,947,0.01,0.02,55.8486,0,May,2,2,1,5,New_Visitor,TRUE
1,44,0,0,56,2075.983333,0,0.014545455,13.81852727,0,May,2,5,2,3,Returning_Visitor,FALSE
1,30.86666667,3,7,15,398.2566667,0,0.025,0,0,Nov,1,1,3,2,Returning_Visitor,FALSE
1,11.42857143,0,0,13,833.2333333,0,0.005555556,0,0,Mar,2,2,3,2,Returning_Visitor,TRUE
3,37.6,0,0,12,299.2666667,0,0.030769231,0,0,Sep,3,2,1,6,Returning_Visitor,FALSE
8,760.9,3,206.1,36,2400.667778,0.008527132,0.02372093,0,0,Nov,1,2,7,2,Returning_Visitor,FALSE
0,0,0,0,14,2425,0,0.007142857,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,7,305.5,0,0.028571429,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE
0,0,0,0,41,4373.847619,0.00232288,0.033787661,0,0,Dec,2,5,1,3,Returning_Visitor,TRUE
1,18.6,2,54.4,45,1390.40359,0.017021277,0.023262411,0,0,Jul,3,2,7,13,Returning_Visitor,TRUE
3,65.16666667,2,16,23,599.3333333,0.008333333,0.016666667,5.4945,0,May,1,8,2,11,Returning_Visitor,TRUE
0,0,0,0,4,249,0,0.025,0,0,Dec,2,4,1,1,Returning_Visitor,FALSE
5,55.5,0,0,12,1076.5,0,0.011764706,0,0,Mar,2,2,1,2,New_Visitor,FALSE
0,0,0,0,6,181,0,0.016666667,0,0,May,3,2,1,3,Returning_Visitor,FALSE
3,150.75,1,14,13,308.5,0,0.0125,0,0,Dec,2,2,5,2,New_Visitor,TRUE
7,73.9,0,0,58,3441.806667,0,0.010752688,0,0,Oct,2,2,1,2,Returning_Visitor,FALSE
5,105.5,0,0,32,1403.541667,0,0.00125,0,0,Dec,8,13,9,20,Other,FALSE
